name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
Rental unit in Albany · ★4.75 · 1 bedroom · 2 beds · 1 bath,Blake,SECOND WARD,42.6457663,-73.7586141,Entire home/apt,85,1,28,03/12/2023,3.08,1,88,28
Rental unit in Albany · ★4.73 · 1 bedroom · 1 bed · 1 bath,David,THIRD WARD,42.65817,-73.74935,Entire home/apt,78,3,11,16/12/2023,1.45,3,365,11
Rental unit in Albany · ★4.63 · 1 bedroom · 2 beds · 1 bath,He,FOURTEENTH WARD,42.66947,-73.81607,Entire home/apt,79,1,48,17/12/2023,5.48,1,0,48
Home in Albany · 1 bedroom · 1 bed · 1 private bath,Cristian,FOURTEENTH WARD,42.66128,-73.80548,Private room,55,3,1,01/10/2023,0.31,2,0,1
Home in Albany · 1 bedroom · 1 bed · 1 shared bath,Leslie,FOURTEENTH WARD,42.66065,-73.80439,Private room,199,7,0,,,1,218,0
Rental unit in Albany · ★4.83 · 3 bedrooms · 3 beds · 2 baths,Phil,ELEVENTH WARD,42.67355,-73.78496,Entire home/apt,175,2,18,27/11/2023,2.27,2,179,18
Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,Erion,SIXTH WARD,42.65379,-73.76901,Entire home/apt,117,1,8,13/06/2023,0.96,8,247,8
Rental unit in Albany · ★4.85 · 1 bedroom · 1 bed · 1 bath,Miguelino,TENTH WARD,42.6599733,-73.7747433,Entire home/apt,72,2,26,03/12/2023,3.33,1,177,26
Rental unit in Albany · ★4.85 · 1 bedroom · 2 beds · 1 shared bath,Gabriel,THIRD WARD,42.66246,-73.76576,Private room,45,1,13,16/09/2023,1.81,2,363,13
Rental unit in Albany · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,Gabriel,THIRD WARD,42.6628771,-73.7653403,Private room,45,1,11,15/09/2023,1.42,2,343,11
Rental unit in Albany · ★5.0 · 2 bedrooms · 3 beds · 1 bath,Evolve,THIRD WARD,42.6573,-73.7521,Entire home/apt,127,2,3,27/08/2023,0.39,6,361,3
Home in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Erion,TENTH WARD,42.66215778,-73.79234534,Entire home/apt,139,1,8,12/11/2023,1.18,8,362,8
Home in Albany · ★4.86 · 5 bedrooms · 6 beds · 2 baths,Rashawn,TENTH WARD,42.66087,-73.78655,Entire home/apt,204,2,27,22/12/2023,4.01,1,0,27
Rental unit in Albany · ★4.85 · 2 bedrooms · 2 beds · 1 bath,Linda,SEVENTH WARD,42.64787,-73.76707,Entire home/apt,155,1,20,23/11/2023,2.97,15,353,20
Home in Albany · 1 bedroom · 1 bed · 1 shared bath,Scott,TENTH WARD,42.66174,-73.78325,Private room,63,90,0,,,5,232,0
Rental unit in Albany · ★5.0 · 1 bedroom · 2 beds · 2 baths,Peter,THIRTEENTH WARD,42.6652959,-73.7868778,Entire home/apt,333,2,7,09/10/2023,1,9,180,7
Home in Albany · ★4.88 · 4 bedrooms · 4 beds · 1 bath,Scott,TENTH WARD,42.66217,-73.78299,Entire home/apt,185,1,17,28/12/2023,2.88,5,357,17
Home in Albany · 1 bedroom · 1 bed · 1 shared bath,Melissa,TENTH WARD,42.66292,-73.7909,Private room,,1,1,26/07/2023,0.18,3,0,1
Home in Albany · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Melissa,TENTH WARD,42.66261,-73.79158,Private room,72,1,7,03/12/2023,1.15,3,89,7
Rental unit in Albany · ★4.80 · 2 bedrooms · 3 beds · 1 bath,Maria,SEVENTH WARD,42.6519373,-73.78593012,Entire home/apt,170,1,68,28/12/2023,10.3,2,0,68
Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,Grace,FIFTH WARD,42.67292,-73.7776,Private room,93,1,0,,,1,365,0
Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Elizabeth,NINTH WARD,42.6559529,-73.7807478,Private room,33,1,5,28/12/2023,1.02,2,359,5
Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,Kody,THIRD WARD,42.6586,-73.75743,Entire home/apt,80,7,2,07/09/2023,0.4,1,269,2
Rental unit in Albany · 2 bedrooms · 2 beds · 1 bath,Connie,NINTH WARD,42.65483723,-73.79149619,Entire home/apt,114,6,1,14/08/2023,0.21,1,0,1
Home in Albany · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,Elizabeth,NINTH WARD,42.65496591,-73.78021705,Private room,44,1,6,18/09/2023,1.01,2,359,6
Rental unit in Albany · ★5.0 · 1 bedroom · 2 beds · 1 bath,Thaddeus,THIRTEENTH WARD,42.6695423,-73.7960644,Entire home/apt,68,1,12,19/12/2023,2.22,1,106,12
Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,Diana,THIRTEENTH WARD,42.67294335,-73.79225343,Entire home/apt,125,1,5,03/09/2023,0.86,19,364,5
Rental unit in Albany · ★4.90 · 2 bedrooms · 2 beds · 1 bath,Diana,THIRTEENTH WARD,42.67132411,-73.79247187,Entire home/apt,150,1,10,03/12/2023,1.79,19,358,10
Bed and breakfast in Albany · ★4.0 · 1 bedroom · 1 bed · 1 bath,Terra,SIXTH WARD,42.65654926,-73.77433674,Private room,122,1,3,02/09/2023,0.55,6,360,3
Rental unit in Albany · 2 bedrooms · 2 beds · 1 bath,Evolve,SIXTH WARD,42.65506,-73.76401,Entire home/apt,96,2,0,,,1,0,0
Hotel in Albany · 1 bedroom · 1 bed · 1 bath,Argus,SIXTH WARD,42.6586722,-73.77478693,Private room,128,1,1,03/09/2023,0.24,12,338,1
Hotel in Albany · 1 bedroom · 1 bed · 1 bath,Argus,ELEVENTH WARD,42.6606,-73.77284,Private room,128,1,1,08/10/2023,0.33,12,338,1
Rental unit in Albany · ★4.87 · 2 bedrooms · 3 beds · 1 bath,Maria,SEVENTH WARD,42.65184,-73.78582,Entire home/apt,170,1,52,28/12/2023,10.26,2,344,52
Hotel in Albany · ★4.75 · 1 bedroom · 1 bed · 1 bath,Argus,TENTH WARD,42.65908259,-73.77455698,Private room,128,1,4,24/10/2023,0.82,12,356,4
Hotel in Albany · 1 bedroom · 1 bed · 1 bath,Argus,TENTH WARD,42.66043,-73.77432,Private room,128,1,0,,,12,354,0
Hotel in Albany · 1 bedroom · 1 bed · 1 bath,Argus,SIXTH WARD,42.65846944,-73.77272373,Private room,128,1,1,22/10/2023,0.39,12,350,1
Hotel in Albany · 1 bedroom · 1 bed · 1 bath,Argus,SIXTH WARD,42.6590802,-73.7732586,Private room,162,1,0,,,12,346,0
Hotel in Albany · 1 bedroom · 1 bed · 1 bath,Argus,TENTH WARD,42.66003432,-73.77320092,Private room,250,1,0,,,12,349,0
Hotel in Albany · 1 bedroom · 1 bed · 1 bath,Argus,SIXTH WARD,42.65856544,-73.77439829,Private room,162,1,0,,,12,344,0
Hotel in Albany · 1 bedroom · 1 bed · 1 bath,Argus,SIXTH WARD,42.65892659,-73.77448007,Private room,162,1,0,,,12,347,0
Hotel in Albany · 1 bedroom · 1 bed · 1 bath,Argus,TENTH WARD,42.6603672,-73.77326956,Private room,162,1,0,,,12,350,0
Hotel in Albany · 1 bedroom · 1 bed · 1 bath,Argus,SIXTH WARD,42.65868262,-73.77332643,Private room,250,1,0,,,12,355,0
Guesthouse in Albany · ★5.0 · 3 bedrooms · 4 beds · 2 baths,Argus,TENTH WARD,42.66036253,-73.77290224,Entire home/apt,307,1,4,03/12/2023,0.79,12,327,4
Home in Albany · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,Fs,ELEVENTH WARD,42.6708367,-73.7853116,Private room,45,1,8,30/11/2023,1.45,4,365,8
Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Fs,THIRTEENTH WARD,42.66973566,-73.78610658,Private room,40,2,3,29/12/2023,0.54,4,360,3
Rental unit in Albany · 2 bedrooms · 2 beds · 1 bath,Kelly,TWELFTH WARD,42.67398204,-73.79126384,Entire home/apt,110,3,0,,,1,260,0
Home in Albany · 1 bedroom · 1 bed · 1 private bath,David Yisrael,FIFTEENTH WARD,42.68001107,-73.81705996,Private room,71,2,2,02/10/2023,0.44,3,39,2
Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Abba,FOURTEENTH WARD,42.65801,-73.80049,Entire home/apt,115,1,3,01/10/2023,0.73,6,0,3
Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,Abba,FOURTEENTH WARD,42.65798404,-73.80128215,Private room,95,1,1,07/08/2023,0.2,6,5,1
Home in Albany · ★New · 1 bedroom · 1 bed · 2 baths,Fs,ELEVENTH WARD,42.67033902,-73.78509801,Private room,50,2,0,,,4,264,0
Home in Albany · 4 bedrooms · 12 beds · 2 baths,Urbangem,SECOND WARD,42.64297805,-73.75701914,Entire home/apt,399,1,0,,,6,365,0
Home in Albany · 4 bedrooms · 10 beds · 2 baths,Urbangem,SECOND WARD,42.64424112,-73.75675302,Entire home/apt,599,2,0,,,6,365,0
Rental unit in Albany · ★4.90 · 2 bedrooms · 2 beds · 1 bath,David,SIXTH WARD,42.6541815,-73.7608605,Entire home/apt,112,1,38,31/12/2023,8.09,2,0,38
Home in Albany · 3 bedrooms · 4 beds · 2 baths,Shirin,FIRST WARD,42.63855426,-73.76927029,Entire home/apt,185,1,0,,,1,269,0
Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,Abba,TENTH WARD,42.66000843,-73.77397296,Entire home/apt,105,1,8,01/11/2023,1.7,6,0,8
Home in Albany · ★4.96 · 2 bedrooms · 2 beds · 2 baths,Ermenita,NINTH WARD,42.6549886,-73.7939094,Entire home/apt,113,1,27,03/01/2024,5.74,1,328,27
Home in Albany · 1 bedroom · 2 beds · 1 bath,David Yisrael,FIFTEENTH WARD,42.6789628,-73.81724462,Entire home/apt,118,3,1,24/11/2023,0.68,3,65,1
Rental unit in Albany · ★4.67 · 1 bedroom · 1 bed · 1 bath,Abba,SIXTH WARD,42.65586286,-73.76206231,Entire home/apt,105,1,2,14/11/2023,0.86,6,0,2
Rental unit in Albany · ★4.86 · 1 bedroom · 1 bed · 1 bath,Justin,SIXTH WARD,42.65240863,-73.77002141,Entire home/apt,89,1,7,28/12/2023,1.6,1,346,7
Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Tanjin,FIFTEENTH WARD,42.67059399,-73.81678288,Entire home/apt,98,3,3,07/10/2023,0.87,1,174,3
Rental unit in Albany · ★4.58 · 2 bedrooms · 1 bath,Chadell,THIRD WARD,42.65679551,-73.75335662,Entire home/apt,108,1,11,17/12/2023,3.3,1,0,11
Rental unit in Albany · 2 bedrooms · 2 beds · 2 baths,James,THIRD WARD,42.6539354,-73.7513252,Entire home/apt,129,180,0,,,1,118,0
Rental unit in Albany · ★5.0 · 2 bedrooms · 3 beds · 1 bath,JShing,SIXTH WARD,42.65312775,-73.76950465,Entire home/apt,125,1,3,12/11/2023,1.05,1,0,3
Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,Deanna,SEVENTH WARD,42.65246332,-73.77498767,Entire home/apt,236,1,0,,,1,270,0
Rental unit in Albany · 2 bedrooms · 4 beds · 1 bath,Tyrell,FIFTH WARD,42.66627901,-73.76511948,Entire home/apt,120,2,1,22/10/2023,0.39,1,175,1
Rental unit in Albany · ★4.58 · 3 bedrooms · 3 beds · 1 bath,Antonio,ELEVENTH WARD,42.66391566,-73.77786946,Entire home/apt,115,1,12,10/12/2023,3.4,1,253,12
Rental unit in Albany · 1 bedroom · 2 beds · 1 bath,Ahmad,SIXTH WARD,42.65411,-73.76129,Entire home/apt,99,30,2,07/11/2023,0.63,1,171,2
Home in Albany · 4 bedrooms · 5 beds · 1.5 baths,Priscilla,THIRTEENTH WARD,42.67159925,-73.79798657,Entire home/apt,218,1,0,,,1,269,0
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,Grace,SIXTH WARD,42.65259924,-73.76178014,Entire home/apt,82,1,0,,,1,248,0
Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Allen,FOURTEENTH WARD,42.67097736,-73.80695226,Entire home/apt,99,3,4,03/12/2023,1.3,8,116,4
Home in Albany · 4 bedrooms · 4 beds · 3.5 baths,Timothy,SEVENTH WARD,42.64485687,-73.77281881,Entire home/apt,143,6,0,,,1,99,0
Rental unit in Albany · ★5.0 · 3 bedrooms · 4 beds · 1 bath,Ron,SIXTH WARD,42.65623,-73.7641152,Entire home/apt,136,2,5,22/12/2023,1.76,1,270,5
Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,Amar,THIRD WARD,42.6576159,-73.75115885,Entire home/apt,147,30,5,05/11/2023,1.85,1,349,5
Home in Albany · 3 bedrooms · 2 beds · 2 baths,Cindy,EIGHTH WARD,42.65549778,-73.81065666,Private room,200,1,0,,,1,261,0
Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,Joshua,SIXTH WARD,42.65483901,-73.76743339,Entire home/apt,70,1,5,29/12/2023,1.95,4,365,5
Rental unit in Albany · ★4.50 · 4 bedrooms · 3 beds · 2 baths,Earl,SECOND WARD,42.6453489,-73.7536465,Entire home/apt,181,1,6,01/01/2024,2.57,6,248,6
Rental unit in Albany · ★4.50 · 4 bedrooms · 4 beds · 1 bath,Diana,TENTH WARD,42.6613655,-73.7848232,Entire home/apt,189,1,6,10/12/2023,2.86,19,270,6
Home in Albany · ★4.63 · 1 bedroom · 1 bed · 3 baths,Thomas,THIRTEENTH WARD,42.67002776,-73.79770542,Private room,55,2,8,25/12/2023,3.69,10,232,8
Home in Albany · ★5.0 · 1 bedroom · 1 bed · 3 shared baths,Thomas,THIRTEENTH WARD,42.66970961,-73.79754999,Private room,55,1,12,30/12/2023,5.71,10,245,12
Home in Albany · ★5.0 · 1 bedroom · 1 bed · 3 shared baths,Thomas,FOURTEENTH WARD,42.66873117,-73.79930289,Private room,56,1,8,30/12/2023,3.87,10,149,8
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,Manny,NINTH WARD,42.6572643,-73.7769051,Entire home/apt,72,7,0,,,1,109,0
Home in Albany · ★5.0 · 5 bedrooms · 3 beds · 3.5 baths,Sergio,EIGHTH WARD,42.64549439,-73.83282736,Entire home/apt,390,1,7,30/12/2023,3.75,1,325,7
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,Joyhefsiba,THIRD WARD,42.66055503,-73.76233869,Entire home/apt,88,1,0,,,2,270,0
Villa in Albany · ★New · 1 bedroom · 1 bed · Half-bath,Yan,NINTH WARD,42.6558992,-73.7965699,Private room,24,1,0,,,1,89,0
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,Rodney,SIXTH WARD,42.6553868,-73.76416369,Entire home/apt,100,1,2,08/11/2023,0.95,2,347,2
Home in Albany · ★5.0 · 1 bedroom · 1 bed · 3 baths,Thomas,FOURTEENTH WARD,42.66792031,-73.79895761,Private room,58,1,8,29/12/2023,4.8,10,262,8
Home in Albany · ★4.86 · 1 bedroom · 1 bed · 3 baths,Thomas,THIRTEENTH WARD,42.6699609,-73.79815654,Private room,56,1,7,22/12/2023,3.75,10,253,7
Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,Erion,SIXTH WARD,42.6535,-73.77046,Entire home/apt,78,1,6,29/12/2023,3.67,8,359,6
Rental unit in Albany · ★4.33 · 1 bedroom · 1 bed · 1 bath,Etem,SECOND WARD,42.6471388,-73.75466082,Entire home/apt,52,1,3,01/01/2024,3,1,63,3
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,Linda,THIRD WARD,42.65859809,-73.76420636,Entire home/apt,120,1,1,26/11/2023,0.71,15,243,1
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,Linda,THIRD WARD,42.659707,-73.76382105,Entire home/apt,119,1,1,03/12/2023,0.86,15,269,1
Rental unit in Albany · ★New · 2 bedrooms · 3 beds · 1 bath,Aggie,SECOND WARD,42.64655139,-73.75972405,Entire home/apt,92,1,0,,,3,262,0
Home in Albany · ★5.0 · 3 bedrooms · 3 beds · 1 bath,Brian,ELEVENTH WARD,42.66838,-73.77868,Entire home/apt,90,2,3,01/01/2024,2.57,1,77,3
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,Joyhefsiba,THIRD WARD,42.66057049,-73.76370207,Private room,53,1,0,,,2,269,0
Rental unit in Albany · ★New · 2 bedrooms · 2 beds · 1 bath,Joshua,SIXTH WARD,42.65487398,-73.76519869,Entire home/apt,88,3,2,26/12/2023,1.36,4,343,2
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,Sophia,THIRD WARD,42.65863677,-73.75184061,Entire home/apt,76,30,0,,,1,87,0
Rental unit in Albany · ★New · 2 bedrooms · 2 beds · 2 baths,Michael,THIRD WARD,42.6571053,-73.75132909,Entire home/apt,90,30,0,,,1,89,0
Home in Albany · ★New · 3 bedrooms · 3 beds · 1 bath,Mary,TWELFTH WARD,42.67595537,-73.79260844,Entire home/apt,118,2,1,09/12/2023,1,2,253,1
Rental unit in Albany · ★New · 1 bedroom · 2 beds · 1 bath,Steve,THIRD WARD,42.65477296,-73.74997242,Entire home/apt,89,2,0,,,1,90,0
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,Philip,ELEVENTH WARD,42.67368029,-73.78413108,Entire home/apt,79,1,1,18/12/2023,1,1,89,1
Rental unit in Albany · ★New · Studio · 2 beds · 1 bath,Rodney,SIXTH WARD,42.65446888,-73.76077862,Entire home/apt,67,1,0,,,2,217,0
Home in Albany · ★New · 4 bedrooms · 6 beds · 1.5 baths,Archer,TENTH WARD,42.66106893,-73.7897306,Entire home/apt,88,3,2,30/12/2023,2,1,83,2
Home in Albany · ★New · 3 bedrooms · 4 beds · 1.5 baths,Rebecca,FIFTEENTH WARD,42.6743202,-73.81555184,Entire home/apt,,2,0,,,1,22,0
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 shared bath,Ramiz,ELEVENTH WARD,42.66144282,-73.77351291,Private room,50,1,0,,,1,269,0
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,G.G.,SEVENTH WARD,42.64478211,-73.77639568,Entire home/apt,73,15,0,,,1,92,0
Home in Albany · ★New · 2 bedrooms · 2 beds · 1 bath,Dashima,FIRST WARD,42.64081288,-73.77462753,Entire home/apt,70,30,1,02/01/2024,1,1,93,1
Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,Bryce,SIXTH WARD,42.65098735,-73.76307768,Entire home/apt,118,2,0,,,1,270,0
Home in Albany · ★New · 2 bedrooms · 1.5 baths,Emily,THIRTEENTH WARD,42.67140385,-73.79431184,Private room,85,5,0,,,2,148,0
Home in Albany · ★New · 1 bedroom · 1.5 shared baths,Linda,TWELFTH WARD,42.71489626,-73.87648859,Private room,,2,0,,,1,268,0
